id,order,quality,duration,date,species
CygCyg00005,Anseriformes,b,0.561,2010-03-05,Cygnus cygnus
CygOlo00001,Anseriformes,b,0.461,2006-04-19,Cygnus olor
CygOlo00002,Anseriformes,b,0.675,2008-07-23,Cygnus olor
CygOlo00003,Anseriformes,b,1.044,2009-04-02,Cygnus olor
CygOlo00004,Anseriformes,b,0.582,2009-04-02,Cygnus olor
CygOlo00005,Anseriformes,b,0.981,2009-04-13,Cygnus olor
CygOlo00006,Anseriformes,b,0.529,2009-04-13,Cygnus olor
CygOlo00007,Anseriformes,b,0.582,2009-04-13,Cygnus olor
CygOlo00008,Anseriformes,b,0.565,2009-04-02,Cygnus olor
CygOlo00009,Anseriformes,b,0.464,2010-04-04,Cygnus olor
CygOlo00010,Anseriformes,b,0.952,1989-08-05,Cygnus olor
CygOlo00011,Anseriformes,b,0.699,1989-08-05,Cygnus olor
CygOlo00012,Anseriformes,b,0.851,1989-08-06,Cygnus olor
CygOlo00013,Anseriformes,b,0.632,1989-08-06,Cygnus olor
DelUrb00001,Passeriformes,b,4.939,1967-05-20,Delichon urbicum
DelUrb00002,Passeriformes,b,0.779,1973-06-15,Delichon urbicum
DelUrb00003,Passeriformes,b,1.335,2009-06-21,Delichon urbicum
DelUrb00004,Passeriformes,b,0.867,2009-06-21,Delichon urbicum
DelUrb00005,Passeriformes,b,1.235,2009-05-12,Delichon urbicum
DelUrb00006,Passeriformes,b,0.541,2009-05-12,Delichon urbicum
DelUrb00007,Passeriformes,b,0.433,2009-05-12,Delichon urbicum
DelUrb00008,Passeriformes,b,0.444,2009-05-12,Delichon urbicum
DelUrb00009,Passeriformes,b,0.421,2009-05-12,Delichon urbicum
DelUrb00010,Passeriformes,b,0.597,2009-06-10,Delichon urbicum
DelUrb00011,Passeriformes,b,0.473,2009-06-10,Delichon urbicum
DelUrb00012,Passeriformes,b,0.458,2009-06-10,Delichon urbicum
DenMaj00001,Piciformes,u,1.033,1967-04-30,Dendrocopos major
DenMaj00002,Piciformes,u,1.614,1967-05-20,Dendrocopos major
DenMaj00003,Piciformes,u,1.437,1967-06-18,Dendrocopos major
DenMaj00004,Piciformes,a,2.988,1967-06-18,Dendrocopos major
DenMaj00005,Piciformes,u,2.237,1967-06-18,Dendrocopos major
DenMaj00006,Piciformes,u,1.088,1972-03-25,Dendrocopos major
DenMaj00007,Piciformes,u,0.37,1988-04-04,Dendrocopos major
DenMaj00008,Piciformes,u,0.949,1988-04-04,Dendrocopos major
DenMaj00009,Piciformes,u,0.898,1988-04-04,Dendrocopos major
DenMaj00010,Piciformes,u,2.677,1988-04-04,Dendrocopos major
DenMaj00011,Piciformes,u,2.833,1989-03-28,Dendrocopos major
DenMaj00012,Piciformes,u,1.186,1989-03-28,Dendrocopos major
DenMaj00014,Piciformes,u,0.841,1989-03-29,Dendrocopos major
DenMaj00015,Piciformes,u,0.589,1989-04-30,Dendrocopos major
DenMaj00016,Piciformes,u,1.026,1993-03-13,Dendrocopos major
DenMaj00017,Piciformes,b,2.315,1979-03-17,Dendrocopos major
DenMaj00018,Piciformes,u,0.431,1979-03-17,Dendrocopos major
DenMaj00019,Piciformes,u,1.036,1979-04-19,Dendrocopos major
DenMaj00020,Piciformes,u,0.47,1990-04-13,Dendrocopos major
DenMaj00021,Piciformes,a,2.814,1998-05-29,Dendrocopos major
DenMaj00022,Piciformes,u,1.252,1998-05-29,Dendrocopos major
DenMaj00023,Piciformes,u,2.058,2000-05-27,Dendrocopos major
DenMaj00024,Piciformes,a,2.488,2000-05-27,Dendrocopos major
DenMaj00025,Piciformes,u,3.548,2000-05-27,Dendrocopos major
DenMaj00026,Piciformes,u,1.187,2006-12-10,Dendrocopos major
DenMaj00027,Piciformes,u,1.827,2006-12-10,Dendrocopos major
DenMaj00028,Piciformes,u,1.114,2006-12-10,Dendrocopos major
DenMaj00029,Piciformes,u,2.666,2006-12-10,Dendrocopos major
DenMaj00030,Piciformes,u,0.711,2006-12-10,Dendrocopos major
DenMaj00031,Piciformes,u,1.931,,Dendrocopos major
DenMaj00032,Piciformes,u,1.129,1983-12-24,Dendrocopos major
DenMaj00033,Piciformes,u,1.012,1984-02-02,Dendrocopos major
DenMaj00034,Piciformes,u,2.48,1983-06-04,Dendrocopos major
DenMaj00035,Piciformes,u,0.878,1987-04-19,Dendrocopos major
DenMaj00036,Piciformes,u,1.066,1988-06-04,Dendrocopos major
DenMaj00037,Piciformes,u,1.46,1988-06-04,Dendrocopos major
DenMaj00038,Piciformes,u,1.211,1988-06-04,Dendrocopos major
DenMaj00039,Piciformes,u,0.977,1988-06-04,Dendrocopos major
DenMaj00040,Piciformes,u,0.881,1988-06-04,Dendrocopos major
DenMaj00041,Piciformes,u,0.975,1988-06-04,Dendrocopos major
DenMaj00042,Piciformes,u,0.531,1967-08-21,Dendrocopos major
DenMaj00043,Piciformes,u,0.472,1967-08-21,Dendrocopos major
DenMaj00044,Piciformes,u,0.449,1967-08-21,Dendrocopos major
DenMaj00045,Piciformes,u,0.61,2004-05-30,Dendrocopos major
DenMaj00046,Piciformes,u,0.673,2004-05-30,Dendrocopos major
DenMaj00047,Piciformes,u,1.522,2004-05-30,Dendrocopos major
DenMaj00048,Piciformes,u,1.392,1989-03-28,Dendrocopos major
DenMaj00049,Piciformes,b,0.855,1969-04-12,Dendrocopos major
DenMaj00050,Piciformes,b,0.887,1969-04-12,Dendrocopos major
DenMaj00051,Piciformes,b,1.167,1964-05-09,Dendrocopos major
DenMaj00052,Piciformes,b,0.842,1970-03-24,Dendrocopos major
DenMaj00053,Piciformes,b,0.828,1970-03-24,Dendrocopos major
DenMaj00054,Piciformes,b,0.852,1970-03-24,Dendrocopos major
DenMed00001,Piciformes,u,2.753,1969-06-17,Dendrocopos medius
DenMed00002,Piciformes,a,6.248,1969-06-17,Dendrocopos medius
DenMed00003,Piciformes,a,2.507,1970-04-12,Dendrocopos medius
DenMed00004,Piciformes,u,4.183,1975-04-13,Dendrocopos medius
DenMed00005,Piciformes,u,4.792,1988-04-16,Dendrocopos medius
DenMed00006,Piciformes,u,5.296,1988-04-16,Dendrocopos medius
DenMed00007,Piciformes,u,1.402,1988-04-16,Dendrocopos medius
DenMed00008,Piciformes,u,2.471,1988-04-16,Dendrocopos medius
DenMed00009,Piciformes,u,1.863,1988-04-16,Dendrocopos medius
DenMed00010,Piciformes,b,1.61,1988-04-16,Dendrocopos medius
DenMed00011,Piciformes,u,4.088,1988-04-16,Dendrocopos medius
DenMed00012,Piciformes,u,2.796,1989-03-28,Dendrocopos medius
DenMed00013,Piciformes,a,3.533,1989-03-28,Dendrocopos medius
DenMed00014,Piciformes,u,1.715,1989-03-28,Dendrocopos medius
DenMed00015,Piciformes,u,2.605,1989-03-28,Dendrocopos medius
DenMed00016,Piciformes,u,1.582,1989-03-28,Dendrocopos medius
DenMed00017,Piciformes,u,2.195,1989-04-25,Dendrocopos medius
DenMed00018,Piciformes,u,0.954,1989-04-25,Dendrocopos medius
DenMed00019,Piciformes,u,1.148,1989-04-25,Dendrocopos medius
DenMed00020,Piciformes,u,0.879,1989-04-25,Dendrocopos medius
DenMed00021,Piciformes,u,2.031,1989-04-25,Dendrocopos medius
DenMed00022,Piciformes,u,2.554,1989-04-25,Dendrocopos medius
DenMed00023,Piciformes,u,1.522,1989-04-25,Dendrocopos medius
DenMed00024,Piciformes,u,1.754,1989-04-25,Dendrocopos medius
DenMed00025,Piciformes,u,1.414,1989-04-25,Dendrocopos medius
DenMed00026,Piciformes,c,2.045,1989-04-25,Dendrocopos medius
DenMed00027,Piciformes,u,5.443,1989-05-01,Dendrocopos medius
DenMed00028,Piciformes,u,5.201,1989-05-01,Dendrocopos medius
DenMed00029,Piciformes,u,2.01,1989-05-01,Dendrocopos medius
DenMed00030,Piciformes,u,1.665,1989-05-01,Dendrocopos medius
DenMed00031,Piciformes,u,2.433,1989-06-10,Dendrocopos medius
DenMed00032,Piciformes,u,1.997,1989-06-10,Dendrocopos medius
DenMed00033,Piciformes,c,7.937,1989-06-10,Dendrocopos medius
DenMed00034,Piciformes,u,1.813,1989-06-10,Dendrocopos medius
DenMed00035,Piciformes,u,5.659,1989-06-13,Dendrocopos medius
DenMed00036,Piciformes,u,4.831,1989-06-13,Dendrocopos medius
DenMed00037,Piciformes,u,2.805,1990-06-05,Dendrocopos medius
DenMed00038,Piciformes,u,1.139,1990-06-05,Dendrocopos medius
DenMed00039,Piciformes,u,2.469,1990-06-07,Dendrocopos medius
DenMed00040,Piciformes,u,5.712,1990-06-07,Dendrocopos medius
DenMed00041,Piciformes,u,2.027,1990-06-09,Dendrocopos medius
DenMed00042,Piciformes,u,1.846,1990-06-11,Dendrocopos medius
DenMed00043,Piciformes,u,2.686,1990-06-11,Dendrocopos medius
DenMed00044,Piciformes,a,3.61,1991-03-17,Dendrocopos medius
DenMed00045,Piciformes,u,1.442,1993-03-13,Dendrocopos medius
DenMed00046,Piciformes,u,1.165,1991-03-30,Dendrocopos medius
DenMed00047,Piciformes,u,3.734,1991-03-30,Dendrocopos medius
DenMed00048,Piciformes,u,3.341,1992-06-10,Dendrocopos medius
DenMed00049,Piciformes,a,1.646,2011-03-20,Dendrocopos medius
DenMed00050,Piciformes,u,1.76,1990-06-09,Dendrocopos medius
DenMin00001,Piciformes,u,0.892,1975-03-09,Dendrocopos minor
DenMin00002,Piciformes,u,1.34,1975-04-27,Dendrocopos minor
DenMin00003,Piciformes,u,1.516,1976-04-17,Dendrocopos minor
DenMin00004,Piciformes,u,1.748,1977-04-17,Dendrocopos minor
DenMin00005,Piciformes,u,1.992,1977-04-17,Dendrocopos minor
DenMin00006,Piciformes,u,1.775,1977-04-17,Dendrocopos minor
DenMin00007,Piciformes,u,2.2,1974-04-13,Dendrocopos minor
DenMin00008,Piciformes,u,2.187,1974-04-13,Dendrocopos minor
DenMin00009,Piciformes,u,1.625,1979-04-07,Dendrocopos minor
DenMin00010,Piciformes,u,2.168,1979-04-07,Dendrocopos minor
DenMin00011,Piciformes,u,1.954,1979-04-07,Dendrocopos minor
DenMin00012,Piciformes,u,2.041,1979-04-07,Dendrocopos minor
DenMin00013,Piciformes,u,2.361,1979-04-08,Dendrocopos minor
DenMin00014,Piciformes,a,2.434,1979-04-08,Dendrocopos minor
DenMin00015,Piciformes,u,1.957,1979-04-08,Dendrocopos minor
DenMin00016,Piciformes,u,2.03,1979-04-08,Dendrocopos minor
DenMin00017,Piciformes,u,1.929,1979-03-25,Dendrocopos minor
DenMin00018,Piciformes,u,1.755,1979-03-25,Dendrocopos minor
DenMin00019,Piciformes,u,2.653,1980-06-29,Dendrocopos minor
DenMin00020,Piciformes,u,2.285,1980-06-29,Dendrocopos minor
DenMin00021,Piciformes,u,2.321,1983-03-13,Dendrocopos minor
DenMin00022,Piciformes,u,0.94,1983-03-13,Dendrocopos minor
DenMin00023,Piciformes,u,1.908,1966-03-20,Dendrocopos minor
DenMin00024,Piciformes,u,1.959,1965-05-02,Dendrocopos minor
DenMin00025,Piciformes,u,2.948,1966-06-08,Dendrocopos minor
DenMin00026,Piciformes,a,2.328,1985-04-05,Dendrocopos minor
DenMin00027,Piciformes,b,0.918,1964-04-16,Dendrocopos minor
DenMin00028,Piciformes,b,3.534,1964-04-16,Dendrocopos minor
DryMar00001,Piciformes,u,0.747,1968-06-16,Dryocopus martius
DryMar00002,Piciformes,u,2.961,1968-06-16,Dryocopus martius
DryMar00003,Piciformes,u,2.496,1968-06-16,Dryocopus martius
DryMar00004,Piciformes,u,1.587,1968-06-16,Dryocopus martius
DryMar00005,Piciformes,u,1.019,1968-06-16,Dryocopus martius
DryMar00006,Piciformes,u,1.708,1968-06-16,Dryocopus martius
DryMar00007,Piciformes,u,2,1972-04-13,Dryocopus martius
DryMar00008,Piciformes,u,0.884,1972-04-13,Dryocopus martius
DryMar00009,Piciformes,b,2.204,1972-04-13,Dryocopus martius
DryMar00010,Piciformes,u,1.002,1972-04-23,Dryocopus martius
DryMar00011,Piciformes,u,6.102,1973-04-20,Dryocopus martius
DryMar00012,Piciformes,a,2.84,1973-04-20,Dryocopus martius
DryMar00013,Piciformes,u,0.961,1977-07-10,Dryocopus martius
DryMar00014,Piciformes,u,0.616,1977-07-10,Dryocopus martius
DryMar00016,Piciformes,u,1.41,1994-02-16,Dryocopus martius
DryMar00017,Piciformes,u,1.198,1994-02-16,Dryocopus martius
DryMar00018,Piciformes,u,1.73,1994-02-16,Dryocopus martius
DryMar00019,Piciformes,u,3.228,2006-12-10,Dryocopus martius
DryMar00020,Piciformes,u,1.791,2006-12-10,Dryocopus martius
DryMar00021,Piciformes,u,1.318,2007-01-05,Dryocopus martius
DryMar00022,Piciformes,u,1.292,2007-01-05,Dryocopus martius
DryMar00023,Piciformes,u,2.187,2007-01-05,Dryocopus martius
DryMar00024,Piciformes,u,3.927,2007-02-17,Dryocopus martius
DryMar00025,Piciformes,u,3.296,2007-02-17,Dryocopus martius
DryMar00026,Piciformes,u,0.702,2007-02-18,Dryocopus martius
DryMar00027,Piciformes,u,3.375,2007-03-10,Dryocopus martius
DryMar00028,Piciformes,u,1.839,2007-03-13,Dryocopus martius
DryMar00029,Piciformes,u,1.906,1957-05-01,Dryocopus martius
DryMar00030,Piciformes,u,1.537,1957-05-01,Dryocopus martius
DryMar00031,Piciformes,u,1.283,1957-05-01,Dryocopus martius
DryMar00032,Piciformes,u,3.566,1957-05-01,Dryocopus martius
DryMar00033,Piciformes,u,0.885,1957-05-01,Dryocopus martius
DryMar00034,Piciformes,u,0.811,1957-05-01,Dryocopus martius
DryMar00035,Piciformes,u,2.711,1957-05-01,Dryocopus martius
DryMar00036,Piciformes,u,1.177,1957-05-01,Dryocopus martius
DryMar00037,Piciformes,u,1.66,2006-12-25,Dryocopus martius
DryMar00038,Piciformes,u,2.551,2006-12-25,Dryocopus martius
DryMar00039,Piciformes,u,1.576,2006-12-25,Dryocopus martius
DryMar00040,Piciformes,u,2.135,2006-12-25,Dryocopus martius
DryMar00041,Piciformes,a,2.101,2008-03-15,Dryocopus martius
DryMar00042,Piciformes,u,4.369,2010-05-09,Dryocopus martius
DryMar00043,Piciformes,u,1.157,1983-06-02,Dryocopus martius
DryMar00044,Piciformes,u,1.514,1983-06-02,Dryocopus martius
DryMar00045,Piciformes,u,1.079,1983-06-02,Dryocopus martius
DryMar00046,Piciformes,u,1.347,1988-06-04,Dryocopus martius
DryMar00047,Piciformes,u,1.356,1988-06-04,Dryocopus martius
DryMar00048,Piciformes,b,1.666,1969-04-10,Dryocopus martius
DryMar00049,Piciformes,b,2.855,1969-04-10,Dryocopus martius
DryMar00050,Piciformes,b,5.527,1966-02-22,Dryocopus martius
DryMar00051,Piciformes,b,5.678,1966-02-22,Dryocopus martius
DryMar00052,Piciformes,b,1.566,1966-02-22,Dryocopus martius
DryMar00053,Piciformes,b,1.413,1966-02-22,Dryocopus martius
DryMar00054,Piciformes,b,7.888,1970-03-23,Dryocopus martius
EmbAur00001,Passeriformes,u,3.611,2001-06-01,Emberiza aureola
EmbAur00002,Passeriformes,b,2.239,2001-06-01,Emberiza aureola
EmbAur00003,Passeriformes,u,2.166,1983-06-02,Emberiza aureola
EmbAur00004,Passeriformes,u,2.074,1983-06-02,Emberiza aureola
EmbAur00005,Passeriformes,u,1.875,1983-06-02,Emberiza aureola
EmbAur00006,Passeriformes,u,2.006,1983-06-02,Emberiza aureola
EmbAur00007,Passeriformes,u,2.335,1983-06-02,Emberiza aureola
EmbAur00008,Passeriformes,u,2.025,1983-06-02,Emberiza aureola
EmbAur00009,Passeriformes,u,1.88,1996-06-29,Emberiza aureola
EmbAur00010,Passeriformes,u,1.333,1996-06-29,Emberiza aureola
EmbAur00011,Passeriformes,b,1.632,1996-06-29,Emberiza aureola
EmbCal00001,Passeriformes,a,2.001,1980-04-27,Emberiza calandra
EmbCal00002,Passeriformes,b,2.017,1980-04-27,Emberiza calandra
EmbCal00003,Passeriformes,a,2.01,1980-04-27,Emberiza calandra
EmbCal00004,Passeriformes,a,1.958,1980-04-27,Emberiza calandra
EmbCal00005,Passeriformes,a,2.417,1980-04-27,Emberiza calandra
EmbCal00006,Passeriformes,a,0.36,1980-04-27,Emberiza calandra
EmbCal00007,Passeriformes,a,0.35,1980-04-27,Emberiza calandra
EmbCal00008,Passeriformes,b,0.349,1980-04-27,Emberiza calandra
EmbCal00009,Passeriformes,a,0.349,1980-04-27,Emberiza calandra
EmbCal00010,Passeriformes,a,0.348,1980-04-27,Emberiza calandra
EmbCal00011,Passeriformes,b,1.648,1980-04-27,Emberiza calandra
EmbCal00012,Passeriformes,b,1.66,1980-04-27,Emberiza calandra
EmbCal00013,Passeriformes,a,2.295,1980-04-27,Emberiza calandra
EmbCal00014,Passeriformes,a,2.342,1980-04-27,Emberiza calandra
EmbCal00015,Passeriformes,a,2.185,1980-04-27,Emberiza calandra
EmbCal00016,Passeriformes,a,2.08,1980-04-27,Emberiza calandra
EmbCal00017,Passeriformes,a,1.712,1980-04-27,Emberiza calandra
EmbCal00018,Passeriformes,a,1.867,1980-04-27,Emberiza calandra
EmbCal00019,Passeriformes,a,1.703,1980-04-27,Emberiza calandra
EmbCal00020,Passeriformes,a,1.701,1980-04-27,Emberiza calandra
EmbCal00021,Passeriformes,a,1.704,1980-04-27,Emberiza calandra
EmbCal00022,Passeriformes,a,1.831,1980-04-27,Emberiza calandra
EmbCal00023,Passeriformes,a,1.814,1980-04-27,Emberiza calandra
EmbCal00024,Passeriformes,a,2.109,1971-04-16,Emberiza calandra
EmbCal00025,Passeriformes,b,2.371,2010-04-08,Emberiza calandra
EmbCal00026,Passeriformes,a,2.121,2010-04-08,Emberiza calandra
EmbCal00027,Passeriformes,a,2.118,2010-04-08,Emberiza calandra
EmbCal00028,Passeriformes,b,2.374,2010-04-08,Emberiza calandra
EmbCal00029,Passeriformes,b,2.217,2010-04-08,Emberiza calandra
EmbCal00030,Passeriformes,b,1.654,2010-04-08,Emberiza calandra
EmbCal00031,Passeriformes,a,2.127,2010-04-08,Emberiza calandra
EmbCal00032,Passeriformes,a,2.34,2010-04-08,Emberiza calandra
EmbCal00033,Passeriformes,a,2.249,2010-04-08,Emberiza calandra
EmbCal00034,Passeriformes,a,2.205,2010-04-08,Emberiza calandra
EmbCal00035,Passeriformes,a,2.408,2006-04-15,Emberiza calandra
EmbCal00036,Passeriformes,a,2.869,2006-04-15,Emberiza calandra
EmbCal00037,Passeriformes,a,3.057,2006-04-15,Emberiza calandra
EmbCal00038,Passeriformes,a,2.636,2006-04-15,Emberiza calandra
EmbCal00039,Passeriformes,a,2.341,2006-04-15,Emberiza calandra
EmbCal00040,Passeriformes,b,2.128,2008-04-13,Emberiza calandra
EmbCal00041,Passeriformes,a,2.694,2008-05-23,Emberiza calandra
EmbCal00042,Passeriformes,a,2.4,2008-06-27,Emberiza calandra
EmbCal00043,Passeriformes,a,2.624,2008-06-27,Emberiza calandra
EmbCal00044,Passeriformes,a,2.539,2008-07-11,Emberiza calandra
EmbCal00045,Passeriformes,b,2.6,2008-07-11,Emberiza calandra
EmbCal00046,Passeriformes,b,2.254,2008-07-17,Emberiza calandra
EmbCal00047,Passeriformes,b,1.972,2009-04-02,Emberiza calandra
EmbCal00048,Passeriformes,a,1.948,2009-04-02,Emberiza calandra
EmbCal00049,Passeriformes,a,1.961,2009-04-02,Emberiza calandra
EmbCal00050,Passeriformes,b,1.948,2009-04-02,Emberiza calandra
EmbCal00051,Passeriformes,b,1.973,2009-04-02,Emberiza calandra
EmbCal00052,Passeriformes,b,2.419,2009-06-21,Emberiza calandra
EmbCal00053,Passeriformes,b,2.441,2009-06-21,Emberiza calandra
EmbCal00054,Passeriformes,b,2.344,2009-06-21,Emberiza calandra
EmbCal00055,Passeriformes,b,2.511,2009-06-21,Emberiza calandra
EmbCal00056,Passeriformes,b,2.422,2009-06-21,Emberiza calandra
EmbCal00057,Passeriformes,b,2.402,2009-06-21,Emberiza calandra
EmbCal00058,Passeriformes,a,2.431,2009-06-21,Emberiza calandra
EmbCal00059,Passeriformes,b,2.438,2009-06-21,Emberiza calandra
EmbCal00060,Passeriformes,b,2.343,2009-06-21,Emberiza calandra
EmbCal00061,Passeriformes,b,2.353,2009-06-21,Emberiza calandra
EmbCal00062,Passeriformes,b,2.391,2009-06-21,Emberiza calandra
EmbCal00063,Passeriformes,b,2.559,,Emberiza calandra
EmbCal00064,Passeriformes,a,2.556,,Emberiza calandra
EmbCal00065,Passeriformes,b,2.476,,Emberiza calandra
EmbCal00066,Passeriformes,b,2.435,,Emberiza calandra
EmbCal00067,Passeriformes,b,2.446,,Emberiza calandra
EmbCal00068,Passeriformes,b,2.108,1964-05-18,Emberiza calandra
EmbCia00001,Passeriformes,b,1.811,1971-03-23,Emberiza cia
EmbCia00002,Passeriformes,b,2.564,1971-03-23,Emberiza cia
EmbCir00001,Passeriformes,b,2.149,2001-05-27,Emberiza cirlus
EmbCir00003,Passeriformes,b,2.146,2001-05-27,Emberiza cirlus
EmbCir00004,Passeriformes,b,2.05,2001-05-27,Emberiza cirlus
EmbCir00005,Passeriformes,b,2.068,2001-05-27,Emberiza cirlus
EmbCir00006,Passeriformes,b,2.044,2001-05-27,Emberiza cirlus
EmbCit00001,Passeriformes,a,2.582,1982-06-03,Emberiza citrinella
EmbCit00002,Passeriformes,a,2.667,1982-06-03,Emberiza citrinella
EmbCit00003,Passeriformes,u,2.271,1979-06-25,Emberiza citrinella
EmbCit00004,Passeriformes,a,2.299,1979-06-25,Emberiza citrinella
EmbCit00005,Passeriformes,a,2.24,1979-06-25,Emberiza citrinella
EmbCit00006,Passeriformes,u,2.919,1979-06-25,Emberiza citrinella
EmbCit00007,Passeriformes,u,3.667,1979-06-25,Emberiza citrinella
EmbCit00008,Passeriformes,u,3.432,1979-06-25,Emberiza citrinella
EmbCit00009,Passeriformes,b,3.572,1979-06-25,Emberiza citrinella
EmbCit00010,Passeriformes,b,3.65,1979-06-25,Emberiza citrinella
EmbCit00011,Passeriformes,a,2.124,1979-06-26,Emberiza citrinella
EmbCit00012,Passeriformes,u,2.138,1979-06-26,Emberiza citrinella
EmbCit00013,Passeriformes,u,2.296,1979-07-10,Emberiza citrinella
EmbCit00014,Passeriformes,u,2.382,1979-07-10,Emberiza citrinella
EmbCit00015,Passeriformes,u,2.167,1979-07-10,Emberiza citrinella
EmbCit00016,Passeriformes,u,1.867,1979-07-04,Emberiza citrinella
EmbCit00017,Passeriformes,u,2.214,1979-07-04,Emberiza citrinella
EmbCit00018,Passeriformes,u,2.43,1979-07-04,Emberiza citrinella
EmbCit00019,Passeriformes,u,2.502,1979-07-04,Emberiza citrinella
EmbCit00020,Passeriformes,u,2.407,1979-07-04,Emberiza citrinella
EmbCit00021,Passeriformes,u,2.045,1979-07-04,Emberiza citrinella
EmbCit00022,Passeriformes,u,2.023,1979-07-04,Emberiza citrinella
EmbCit00023,Passeriformes,u,2.09,1979-07-04,Emberiza citrinella
EmbCit00024,Passeriformes,u,2.031,1979-07-04,Emberiza citrinella
EmbCit00025,Passeriformes,u,2.151,1980-07-04,Emberiza citrinella
EmbCit00026,Passeriformes,u,2.191,1980-07-04,Emberiza citrinella
EmbCit00027,Passeriformes,u,2.483,1980-07-04,Emberiza citrinella
EmbCit00028,Passeriformes,u,2.972,1980-07-04,Emberiza citrinella
EmbCit00029,Passeriformes,u,2.33,1980-07-04,Emberiza citrinella
EmbCit00030,Passeriformes,u,2.209,1980-07-07,Emberiza citrinella
EmbCit00031,Passeriformes,u,2.126,1980-07-07,Emberiza citrinella
EmbCit00032,Passeriformes,u,2.072,1980-07-07,Emberiza citrinella
EmbCit00033,Passeriformes,u,2.647,1980-07-07,Emberiza citrinella
EmbCit00034,Passeriformes,u,2.916,1980-07-07,Emberiza citrinella
EmbCit00035,Passeriformes,u,0.416,1980-07-07,Emberiza citrinella
EmbCit00036,Passeriformes,u,3.257,1980-07-07,Emberiza citrinella
EmbCit00037,Passeriformes,u,0.445,1980-07-07,Emberiza citrinella
EmbCit00038,Passeriformes,u,0.486,1980-07-07,Emberiza citrinella
EmbCit00039,Passeriformes,u,2.701,1980-07-07,Emberiza citrinella
EmbCit00040,Passeriformes,u,2.568,1980-07-01,Emberiza citrinella
EmbCit00041,Passeriformes,u,1.655,1979-05-10,Emberiza citrinella
EmbCit00042,Passeriformes,u,1.68,1979-05-10,Emberiza citrinella
EmbCit00043,Passeriformes,u,2.359,1979-05-10,Emberiza citrinella
EmbCit00044,Passeriformes,u,2.423,1979-05-10,Emberiza citrinella
EmbCit00045,Passeriformes,u,2.893,1979-05-10,Emberiza citrinella
EmbCit00046,Passeriformes,u,1.802,1979-05-10,Emberiza citrinella
EmbCit00047,Passeriformes,u,2.74,1979-05-10,Emberiza citrinella
EmbCit00048,Passeriformes,u,2.198,1979-05-10,Emberiza citrinella
EmbCit00049,Passeriformes,u,2.343,1979-05-10,Emberiza citrinella
EmbCit00050,Passeriformes,u,2.899,1979-05-10,Emberiza citrinella
EmbCit00051,Passeriformes,u,3.008,1979-05-10,Emberiza citrinella
EmbCit00052,Passeriformes,u,1.617,1985-05-27,Emberiza citrinella
EmbCit00053,Passeriformes,u,2.541,1985-05-27,Emberiza citrinella
EmbCit00054,Passeriformes,u,2.563,1985-05-27,Emberiza citrinella
EmbCit00055,Passeriformes,u,2.828,1985-05-26,Emberiza citrinella
EmbCit00056,Passeriformes,u,2.8,1985-05-26,Emberiza citrinella
EmbCit00057,Passeriformes,u,2.271,1985-05-26,Emberiza citrinella
EmbCit00058,Passeriformes,u,2.763,1985-05-26,Emberiza citrinella
EmbCit00059,Passeriformes,u,2.969,1985-05-26,Emberiza citrinella
EmbCit00060,Passeriformes,u,2.733,1985-05-26,Emberiza citrinella
EmbCit00061,Passeriformes,u,1.265,1985-07-12,Emberiza citrinella
EmbCit00062,Passeriformes,u,2.413,1985-07-12,Emberiza citrinella
EmbCit00063,Passeriformes,u,2.854,1985-07-12,Emberiza citrinella
EmbCit00064,Passeriformes,u,2.723,1989-05-04,Emberiza citrinella
EmbCit00065,Passeriformes,u,2.29,1989-05-04,Emberiza citrinella
EmbCit00066,Passeriformes,u,2.261,1989-05-04,Emberiza citrinella
EmbCit00067,Passeriformes,u,2.228,1989-05-04,Emberiza citrinella
EmbCit00068,Passeriformes,u,2.728,1989-05-04,Emberiza citrinella
EmbCit00069,Passeriformes,u,2.559,1968-05-26,Emberiza citrinella
EmbCit00070,Passeriformes,u,2.559,1968-05-26,Emberiza citrinella
EmbCit00071,Passeriformes,u,2.694,1968-05-26,Emberiza citrinella
EmbCit00072,Passeriformes,u,2.559,1968-05-26,Emberiza citrinella
EmbCit00073,Passeriformes,u,2.21,1972-05-23,Emberiza citrinella
EmbCit00074,Passeriformes,u,3.04,1972-05-23,Emberiza citrinella
EmbCit00075,Passeriformes,u,3.048,1972-05-23,Emberiza citrinella
EmbCit00076,Passeriformes,u,2.311,2012-04-25,Emberiza citrinella
EmbCit00077,Passeriformes,u,2.284,2012-04-25,Emberiza citrinella
EmbCit00078,Passeriformes,u,2.435,2012-04-25,Emberiza citrinella
EmbCit00079,Passeriformes,u,2.32,2012-04-25,Emberiza citrinella
EmbCit00080,Passeriformes,u,2.443,2012-04-25,Emberiza citrinella
EmbCit00081,Passeriformes,u,2.669,1975-05-03,Emberiza citrinella
EmbCit00082,Passeriformes,u,2.34,1975-05-03,Emberiza citrinella
EmbCit00083,Passeriformes,u,2.673,1975-05-03,Emberiza citrinella
EmbCit00084,Passeriformes,b,2.977,1970-03-24,Emberiza citrinella
EmbCit00085,Passeriformes,b,2.868,1971-05-31,Emberiza citrinella
EmbCit00086,Passeriformes,b,3.441,1971-05-31,Emberiza citrinella
EmbHor00001,Passeriformes,b,0.571,1986-06-01,Emberiza hortulana
